id,title,artist_title,classification_titles
67035,The Passenger in Cabin 54—The Cruise,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
66161,"Farewell, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
66160,"Farewell, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
66153,Poor Street-Walker!,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
66100,"Yahne and Antoine, in L'Age Difficile",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
65089,May Milton,Henri de Toulouse-Lautrec,pastel;drawings (visual works);prints and drawing
64560,"Sketchbook, 1880",Henri de Toulouse-Lautrec,sketchbook;graphite;prints and drawing
63622,May Milton,Henri de Toulouse-Lautrec,lithograph;poster;print;prints and drawing
63620,Ambassadeurs: Aristide Bruant,Henri de Toulouse-Lautrec,poster;print;prints and drawing
63616,Reine de Joie,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63614,The Chestnut Vendor,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63612,Zamboula-Polka,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63608,Proposal (first plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63606,"The Master Engraver, Adolphe Albert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63603,"Au Pied du Sinaï, Rejected Cover",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63600,"The Arton Trial, Ribot Giving Evidence (second plate)",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63598,Poster for Elles,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63595,Supper in London,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63592,Prospectus—Programme de l'Oeuvre,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63589,What the Rain Says,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63587,"Christmas Ballad, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63584,Adieu,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63582,Bust of Mademoiselle Marcelle Lender,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63581,"Réjane and Galipaux, in Madame Sans-Gêne",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63579,At the Théâtre-Libre: Antoine in L'Inquiétude,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63576,Poor Street-Walker!,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63573,Your Mouth,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63571,Cover and Frontispiece to Les Vieilles Histoires,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63568,"The Hairdresser, Program for the Théâtre Libre",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
63464,A Drive in the Country,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
62353,Homage to Molière,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
62272,Cover for Babylone d'Allemagne,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
62146,Madame Réjane,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
62112,Footit et chocolat,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
61854,The Loge with the Gilded Mask,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
61716,The Promenade des Anglais in Nice,Henri de Toulouse-Lautrec,watercolor;drawings (visual works);prints and drawing
60675,The Last Song,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
60649,Au Pied de l'Echafaud,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
60504,Le bézigue,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
59984,La vache enragée,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
59714,At the Concert,Henri de Toulouse-Lautrec,zincograph;print;prints and drawing
58009,The Rabbits' Waltz,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55830,Tristan Bernard,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
55819,The Amateur Photographer,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55816,Horsewoman and Cart,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55814,"At the Moulin Rouge, La Goulue and Her Sister",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55811,Promenade,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55803,Debauchery (second plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55800,Miss May Belfort Taking a Bow,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55746,The Old Gentlemen,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55741,Adolphe—The Sad Young Man,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55642,"Truffier and Moreno, in Les Femmes Savantes",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
55324,"The Old Flirts, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
54726,"The Prayer of the Polish Jews, from Au Pied du Sinaï",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
54723,"Portrait of Aristide Bruant, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
53321,Cover for Le Fardeau de la Liberté,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
51877,La Goulue,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
51386,At the Circus: Trained Pony and Baboon,Henri de Toulouse-Lautrec,crayon;drawings (visual works);prints and drawing
50993,At the Renaissance: Sarah Bernhardt in Phèdre,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47225,Cover for Jouets de Paris,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47222,Les Pieds nickelés,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47215,Homage to Molière,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47212,Cover for La Tribu d'Isidore,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47209,Cover for L'exemple de Ninon de Lenclos amoureuse,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47111,Bust of Mademoiselle Marcelle Lender,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47108,"Portrait of Mademoiselle Marcelle Lender, three-quarter view",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
47104,Cover for Les Courtes Joies,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46126,The Arton Trial (third plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46123,"Madame Simon-Girard, Brasseur and Guy in La belle Hélène",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46117,"Lugné-Poé and Bady, in ""Au-Dessus des Forces Humaines""",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46112,At the Variétés: Mademoiselle Lender and Brasseur,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46102,"Rehearsal at the Folies-Bergère, Emilenne D'Alençon and Mariquita",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46100,At the Gaieté Rochechouart: Nicolle,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
46094,Study of a Woman,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
45612,Carnot is Sick!,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
45334,May Belfort,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
45331,Cover for Les Courtes Joies,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
43985,Miss Loïe Fuller,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
43305,Footit and Chocolat,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
42949,Portrait of Jeanne Wenz,Henri de Toulouse-Lautrec,painting;paint;oil paintings (visual works);oil on canvas;french;portrait;european painting
41315,At the Circus: Work in the Ring,Henri de Toulouse-Lautrec,pastel;drawings (visual works);prints and drawing
40888,Charles Maurin,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40885,Henry Somm,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40882,The Explorer,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40877,Francis Jourdain,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40875,"W. H. B. Sands, Publisher",Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40873,Sketch,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40868,Portrait of a Man,Henri de Toulouse-Lautrec,drypoint;print;prints and drawing
40820,Napoleon,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
40626,Miss May Belfort (large plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
39398,The Little Box,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
38865,Double harness,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36040,Cecy Loftus,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36036,"A Spectator, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36033,Bust of Mademoiselle Marcelle Lender,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36010,"Woman Fastening a Corset, Passing Conquest, plate nine from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36009,"Woman Combing Her Hair—La Coiffure, plate seven from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36008,"Woman at the Mirror—Mirror in Hand, plate six from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36007,"Woman with a Tub, plate four from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36005,"Woman with a Tray—Breakfast (Madame Baron and Mademoiselle Popo), plate two from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36004,"Seated Female Clown (Mademoiselle Cha-U-Kao), plate one from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36003,"Woman Washing—The Toilet, plate five from Elles",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
36002,Cover for Elles,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35996,Invitation to a Glass of Milk,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35993,In the Hanneton,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35990,Cabaret Singer,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35987,The Animal-Tamer before the Tribunal,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35984,La fillette nue: Menu,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35981,Leaving the Theater,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35978,Picnic,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35974,At the Maison d'Or,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35969,Why Not?... Once Does Not Count,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35965,The Head Salesman at Jourdan and Brown,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35963,At the Moulin Rouge: A Rude! A Real Rude!,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35960,At the Variétés: Mademoiselle Lender and Brasseur,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35955,"Di ti Fellow, English Singer in a Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35952,Small English Girl (Miss Dolly),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35948,At the Concert,Henri de Toulouse-Lautrec,zincograph;print;prints and drawing
35945,Le Margoin (Mademoiselle Louise Blouet),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35942,"Miss Ida Heath, English Dancer",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35939,"In the Picton Bar (American Bar), rue Scribe",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35935,Mademoiselle Lender and Baron,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35932,"Guy and Mealy, in ""Paris qui Marche""",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35927,"Lugné-Poé, in Image",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35925,"Mademoiselle Lender, in Madam Satan",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35921,Ida Heath at the Bar,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35917,"Truffier and Moreno, in Les Femmes Savantes",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35909,Miss May Belfort with Long Hair,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35907,At the Folies-Bergère: The Modesty of Monsieur Prudhomme,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35900,Your Mouth,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35893,Judic,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35888,"Bartet and Mounet-Sully, in Antigone",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35885,"Réjane and Galipaux, in Madame Sans-Gêne",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35880,The Stalk—Moulin Rouge,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35876,At the Moulin Rouge: the Franco-Russian Alliance,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35873,"Madame Simon-Girard, Brasseur and Guy in La belle Hélène",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35870,The Arton Trial (third plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35867,"Lender and Lavallière, in Le Fils de L'Arétin",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35863,Miss May Belfort (large plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35860,Cover and Frontispiece to Les Vieilles Histoires,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35857,The Arton Trial (first plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35853,Confetti,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35850,"The Arton Trial, Ribot Giving Evidence (second plate)",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35847,"The Lebaudy Trial, Mademoiselle Marsy Giving Evidence",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35843,In Their Forties,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35839,The Passenger in Cabin 54—A Cruise,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35835,"Yahne in Her Box, in L'Age Difficile",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35832,Miss May Belfort (large plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35829,"Mademoiselle Marcelle Lender, Standing",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35825,Anna Held and Baldy,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35822,The Motorist,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35819,"At Sea by Night, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35815,Lender Dancing the Bolero in Chilpéric,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35812,"The Box, Faust",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35809,"The Milliner, Renée Vert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35805,Lender Seated,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35801,Lender and Auguez in La Chanson de Fortunio,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35798,Lender Taking a Bow,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35795,"Yahne and Mayer, in L'Age Difficile",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35792,"Luce Myrès, in Profile",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35787,Lender and Lavallière in a Revue at the Variétés,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35783,"Le crocodile, Menu",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35780,"Brandès and Leloir, in Les Cabotins",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35778,Miss May Belfort at the Bar Achille,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35775,"Brandès and le Bargy, in Les Cabotins",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35772,"Luce Myrès, Front View",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35769,Rear View of Lender Dancing the Bolero in Chilpéric,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35765,"Lender in Chilpéric, Full Face",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35761,The Dog and the Parrot,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35757,Brasseur's Entrance in Chilpéric,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35754,Au Bois,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35751,A Gala Evening at the Moulin Rouge,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35747,"Program for ""The Little Clay Cart""",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35744,The Trainer,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
35741,"Antoine and Gémier, in Une Faillite",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
27715,The Passenger in Cabin 54—Cruise,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
23674,"The Chatelaine, or 'Le Tocsin'",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
23671,"Aristide Bruant, in His Cabaret",Henri de Toulouse-Lautrec,poster;print;prints and drawing
23574,"Anna Held, in Toutes ces Dames au Théâtre",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
22859,Mademoiselle Cocyle as Helen of Troy in La Belle Helene,Henri de Toulouse-Lautrec,chalk;drawings (visual works);prints and drawing
22784,Eccentric Dance,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
22624,At the Door,Henri de Toulouse-Lautrec,crayon;drawings (visual works);prints and drawing
21103,Polaire,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
21095,Mary Hamilton,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
21092,"Yvette Guilbert, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
21088,"Jane Avril, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
20321,"Paula Brébion, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
20280,"Emilienne d'Alençon, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
18699,Study,Henri de Toulouse-Lautrec,pen and ink drawings;drawings (visual works);prints and drawing
18161,At the Concert,Henri de Toulouse-Lautrec,zincograph;print;prints and drawing
15988,"Cover of L'Estampe originale, with notes",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
15952,At the Concert,Henri de Toulouse-Lautrec,zincograph;matrix;prints and drawing;print
15949,At the Concert,Henri de Toulouse-Lautrec,zincograph;matrix;prints and drawing;print
15945,At the Concert,Henri de Toulouse-Lautrec,zincograph;matrix;prints and drawing;print
15779,The Model Nizzavena,Henri de Toulouse-Lautrec,charcoal;drawings (visual works);prints and drawing
15776,Study,Henri de Toulouse-Lautrec,charcoal;drawings (visual works);prints and drawing
15773,Bar of the Café of the rue de Rome,Henri de Toulouse-Lautrec,charcoal;drawings (visual works);prints and drawing
14842,Sailboats,Henri de Toulouse-Lautrec,ink or chalk wash;drawings (visual works);prints and drawing
14664,Moulin de la Galette,Henri de Toulouse-Lautrec,oil on canvas;paint;oil paintings (visual works);french;painting;european painting
13623,Cover for L'Estampe originale,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13620,Cover for the first album of L'Estampe originale,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13606,La revue blanche,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
13602,L'Artisan Moderne,Henri de Toulouse-Lautrec,lithograph;poster;print;prints and drawing
13598,Aristide Bruant,Henri de Toulouse-Lautrec,lithograph;poster;print;prints and drawing
13591,La vache enragée,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
13581,The Pledge,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13580,Cover for L'exemple de Ninon de Lenclos amoureuse,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13576,Program for La Lépreuse,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13573,Mademoiselle Pois Vert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13570,Eros vanné,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
13566,Carnival,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11136,The Photographer Sescau,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11133,The Fainting Fit,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11129,The Horse Fancier,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11124,At the Ice Palace,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11122,Blanche and Noire,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
11118,"Mademoiselle Marcelle Lender, Standing",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10266,Snobbery,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10263,Miss Polaire,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10260,So You Are Experienced?,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10256,Great Opera Concerts: Ambroise Thomas Attending a Rehearsal of Françoise de Rimini,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10253,Chocolat Dancing,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
10250,Zimmerman and His Machine,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
9747,The Cortege of the Rajah,Henri de Toulouse-Lautrec,crayon;drawings (visual works);prints and drawing
9155,Debauchery (second plate),Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
9148,Ballet Dancers,Henri de Toulouse-Lautrec,painting;paint;oil paintings (visual works);french;european painting
8813,Philibert the Pony,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
8807,Miss Loïe Fuller,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
8803,"Mary Hamilton, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
8636,"Elsa, called The Viennese",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
8163,"The Smoked Herring, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7737,"Jane Hading, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7732,"May Belfort, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7731,"May Belfort, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7726,"Polin, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7723,"Marie-Louise Marsy, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7721,"Louise Balthy, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7717,"Anna Held, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7715,"Lucien Guitry, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7712,"Jeanne Granier, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7709,"Coquelin the Elder, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7708,"Cléo de Mérode, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7706,"Sybil Sanderson, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7703,"Sarah Bernhardt, from Treize Lithographies",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7701,"At the Star, Le Havre",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7698,"Lullaby, from Mélodies de Désiré Dihau",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7696,Adolphe ou Le Jeune Homme Triste,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7693,Brandès in her Box,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7690,The Englishman at the Moulin Rouge,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7685,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7683,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7679,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7675,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7672,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7669,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7666,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7662,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7659,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7657,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7653,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7650,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7647,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7644,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7640,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7638,Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7635,Cover for Yvette Guilbert,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7631,"Irish and American Bar, Rue Royale—The Chap Book",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7629,Le Tocsin,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7626,The Jockey,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7623,The Jockey,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7617,Homage to Molière,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7615,"American Singer, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7611,"Ducarre at the Ambassadeurs, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7608,"Madame Abdala, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7604,The Little Errand Girl,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7601,Carnot is Sick!,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7599,Wisdom,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7594,White Night,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7588,Program for L'Argent,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7573,"Caudieux at the Petit Casino, from Le Café-Concert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7456,Emma Calvé,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
7115,The Old Gentlemen,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6178,"Frontispiece, from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6174,"Taking a Bow, plate eight from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6171,"Linger, longer, loo, plate seven from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6168,"Soûlarde, plate six from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6165,"An Old Song, plate five from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
6162,"À Menilmontant by Bruant, plate four from Yvette Guilbert",Henri de Toulouse-Lautrec,lithograph;print;prints and drawing
